Title,Author,Series,Status,ISBN,Rating,Owned,title,publish_date,publishers,pages,subjects,description,rating,author,Genre,Subgenre
Wish You Were Here,Jodi Picoult,,Want to Read,9781984818430,,Yes,Wish You Were Here,14-Jun-22,['Ballantine Books'],336,"['Fiction, women', 'New york (n.y.), fiction', 'Fiction, family life, general', 'nyt:trade-fiction-paperback=2022-07-03', 'New York Times bestseller']",,3.92,Jodi Picoult,Contemporary Fiction,"Pandemic, Romance"
To Kill A Kingdom,Alexandria Christo,,Want to Read,9781250112705,,Yes,To Kill a Kingdom,5-Mar-19,['Square Fish'],352,"[""Children's fiction"", 'Mermaids, fiction', 'Fantasy fiction']","This action-packed YA debut pits a deadly siren princess and a siren-hunting human prince against each other as they fight to protect their kingdoms.

Princess Lira is siren royalty and the most lethal of them all. With the hearts of seventeen princes in her collection, she is revered across the sea. Until a twist of fate forces her to kill one of her own. To punish her daughter, the Sea Queen transforms Lira into the one thing they loathe mostâ€”a human. Robbed of her song, Lira has until the winter solstice to deliver Prince Elianâ€™s heart to the Sea Queen and or remain a human forever.

The ocean is the only place Prince Elian calls home, even though he is heir to the most powerful kingdom in the world. Hunting sirens is more than an unsavory hobbyâ€”itâ€™s his calling. When he rescues a drowning woman in the ocean, sheâ€™s more than what she appears. She promises to help him find the key to destroying all of sirenkind for goodâ€”but can he trust her? And just how many deals will Elian have to barter to eliminate mankindâ€™s greatest enemy?

Alexandra Christo's young adult novel To Kill a Kingdom is a thrilling fantasy adventure.",4.2,Alexandra Christo,Fantasy,"Dark, Fairytale Retelling, Romance"
Dance of Thieves,Mary E. Pearson,,Want to Read,9781250308979,,Yes,Dance of Thieves,6-Aug-19,['Square Fish'],528,"['Thieves', 'Fiction', ""Children's fiction"", 'Robbers and outlaws, fiction', 'nyt:young-adult-paperback-monthly=2022-10-09', 'New York Times bestseller']","When the patriarch of the Ballenger empire dies, his son, Jase, becomes its new leader. Even nearby kingdoms bow to the strength of this outlaw family, who have always governed by their own rules. But a new era looms on the horizon, set in motion by a young queen, which makes her the target of the dynasty's resentment and anger.",4,Mary E. Pearson,Fantasy,"Young Adult, Romance"
Red Rising,Pierce Brown,,Want to Read,9780345539809,,Yes,Red Rising,2014,['Del Ray'],416,"['Science Fiction', 'Fantasy', 'Fiction', 'Dystopia', 'Young Adult']","""I live for the dream that my children will be born free,"" she says. ""That they will be what they like. That they will own the land their father gave them.""

""I live for you,"" I say sadly.

Eo kisses my cheek. ""Then you must live for more.""

Darrow is a Red, a member of the lowest caste in the color-coded society of the future. Like his fellow Reds, he works all day, believing that he and his people are making the surface of Mars livable for future generations.

Yet he spends his life willingly, knowing that his blood and sweat will one day result in a better world for his children.

But Darrow and his kind have been betrayed. Soon he discovers that humanity already reached the surface generations ago. Vast cities and sprawling parks spread across the planet. Darrowâ€”and Reds like himâ€”are nothing more than slaves to a decadent ruling class.

Inspired by a longing for justice, and driven by the memory of lost love, Darrow sacrifices everything to infiltrate the legendary Institute, a proving ground for the dominant Gold caste, where the next generation of humanity's overlords struggle for power. He will be forced to compete for his life and the very future of civilization against the best and most brutal of Society's ruling class. There, he will stop at nothing to bring down his enemies... even if it means he has to become one of them to do so.",3.853333333,,Science Fiction,"Dystopian, Rebellion"
The Traitor's Game,Jennifer A. Nielsen,,Want to Read,9781338045383,,Yes,Traitor's Game,2019,"['Scholastic, Incorporated']",400,"[""Children's fiction"", 'Conspiracies, fiction', 'Kidnapping, fiction', 'Friendship, fiction', 'Adventure and adventurers, fiction']",,3.85,Jennifer A. Nielsen,Fantasy,"Young Adult, Romance"
The Puzzle of Blackstone Lodge,Martin Edwards,,Want to Read,9781728271040,,Yes,Puzzle of Blackstone Lodge,2023,['Poisoned Pen Press'],272,,,3.62,Martin Edwards,Mystery,
House of Leaves,Mark Z. Danielewski,,Want to Read,9780375703768,,Yes,House of Leaves,2000,['Pantheon Books'],736,"['Holes', 'Documentary films', 'Manuscripts', 'Fiction', 'Fiction, suspense', 'Fiction, horror', 'Fiction, thrillers, suspense', 'Suspense', 'Labyrinths', 'Dwellings', 'Horror tales', 'Paranormal fiction', 'Perception', 'Experimental fiction', 'American Experimental fiction', 'American Horror tales']","Nothing, in all it's entirety.",4.320754717,Mark Z. Danielewski,Horror,"Psychological, Metafiction"
Babel,R. F. Kuang,,Want to Read,9780063021433,,Yes,Babel,5-Sep-23,"['Not Avail', 'HarperCollins Publishers']",,"['nyt:combined-print-and-e-book-fiction=2022-09-11', 'New York Times bestseller', 'Translators', 'Fiction', 'Chinese', 'Imperialism', 'Magic', 'History', 'University of Oxford', 'Fiction, fantasy, historical', 'Fiction, alternative history', 'Fiction, fantasy, dark fantasy', 'Fiction, fantasy, epic']","From award-winning author R. F. Kuang comes Babel, a thematic response to The Secret History and a tonal retort to Jonathan Strange & Mr. Norrell that grapples with student revolutions, colonial resistance, and the use of language and translation as the dominating tool of the British empire.

Traduttore, traditore: An act of translation is always an act of betrayal.

1828. Robin Swift, orphaned by cholera in Canton, is brought to London by the mysterious Professor Lovell. There, he trains for years in Latin, Ancient Greek, and Chinese, all in preparation for the day heâ€™ll enroll in Oxford Universityâ€™s prestigious Royal Institute of Translationâ€”also known as Babel.

Babel is the world's center for translation and, more importantly, magic. Silver workingâ€”the art of manifesting the meaning lost in translation using enchanted silver barsâ€”has made the British unparalleled in power, as its knowledge serves the Empireâ€™s quest for colonization.

For Robin, Oxford is a utopia dedicated to the pursuit of knowledge. But knowledge obeys power, and as a Chinese boy raised in Britain, Robin realizes serving Babel means betraying his motherland. As his studies progress, Robin finds himself caught between Babel and the shadowy Hermes Society, an organization dedicated to stopping imperial expansion. When Britain pursues an unjust war with China over silver and opium, Robin must decideâ€¦

Can powerful institutions be changed from within, or does revolution always require violence?",4.3,,Fantasy,"Dark Academia, Historical, Literary"
Dune,Frank Herbert,,Want to Read,9780441013593,,Yes,Dune,2-Aug-05,['Ace Trade'],544,"['Dune (Imaginary place)', 'Fiction', 'Fiction, science fiction, general', 'Dune (imaginary place), fiction', 'New York Times reviewed', 'Science fiction', 'Science-fiction', 'American literature', 'nyt:mass-market-monthly=2021-11-07', 'New York Times bestseller', 'award:nebula_award=novel', 'nyt:trade-fiction-paperback=2021-11-07', 'Hugo Award Winner', 'award:hugo_award=1966', 'award:hugo_award=novel', 'American Science fiction', 'Long Now Manual for Civilization', 'Ecology', 'Fantasy fiction']","Set on the desert planet Arrakis, Dune is the story of the boy Paul Atreides, heir to a noble family tasked with ruling an inhospitable world where the only thing of value is the ""spice"" melange, a drug capable of extending life and enhancing consciousness. Coveted across the known universe, melange is a prize worth killing for...

When House Atreides is betrayed, the destruction of Paul's family will set the boy on a journey toward a destiny greater than he could ever have imagined. And as he evolves into the mysterious man known as Muad'Dib, he will bring to fruition humankind's most ancient and unattainable dream.

A stunning blend of adventure and mysticism, environmentalism and politics, Dune won the first Nebula Award, shared the Hugo Award, and formed the basis of what is undoubtedly the grandest epic in science fiction.",4.287958115,Frank Herbert,Science Fiction,"Space, Epic"
Unbroken,Laura Hillenbrand,,Want to Read,9780812974492,,Yes,Unbroken,29-Jul-14,['Random House Trade Paperbacks'],528,"['New York Times bestseller', 'nyt:hardcover_political_books=2012-02-25', 'Prisoners of war', 'Campaigns', 'American Aerial operations', 'World War, 1939-1945', 'Long-distance runners', 'United States', 'United States. Army Air Forces. Heavy Bombardment Group, 307th', 'Biography', 'Japanese Prisoners and prisons', 'United States. Army Air Forces. Bombardment Group, 307th', 'KrigsfÃ¥ngar', 'Andra vÃ¤rldskriget 1939-1945', 'Kampfflieger', 'American', 'Aerial operations', 'Runners (Sports)', 'Amerikanischer Kriegsgefangener', 'Aerial Military operations', 'KrigsfÃ¥ngar, japanska', 'Military campaigns', 'Prisoners and prisons', 'University of South Alabama', 'Pazifikkrieg', 'ChÅsen KÅgei KenkyÅ«kai', 'United states, army air forces', 'World war, 1939-1945, prisoners and prisons, japanese', 'World war, 1939-1945, aerial operations, american', 'World war, 1939-1945, campaigns, pacific ocean', 'Athletes, biography', 'Survival after airplane accidents, shipwrecks, etc.', 'Biographies & Memoirs', 'World War II', 'Military', 'Survival', 'Reading Level-Grade 9', 'Reading Level-Grade 8', 'Reading Level-Grade 11', 'Reading Level-Grade 10', 'Reading Level-Grade 12', 'Spanish language materials', 'Guerre mondiale, 1939-1945', 'Prisonniers et prisons des japonais', 'Prisonniers de guerre', 'Biographies', 'Campagnes et batailles', 'Coureurs de fond', 'Guerra Mundial II, 1939-1945', 'Prisioneros y prisiones japoneses', 'Prisioneros de guerra', 'Operaciones aÃ©reas estadounidenses', 'CampaÃ±as', 'Corredores (Deportes)', 'Spanish language', 'Reading materials', 'Olympic athletes', 'Juvenile literature', 'nyt:young-adult=2014-11-30', 'World war, 1939-1945, prisoners and prisons', 'World war, 1939-1945, juvenile literature', 'World war, 1939-1945, aerial operations', 'United states, biography, juvenile literature', 'Japan, juvenile literature', 'Athletes', 'Athletes, juvenile literature', 'World war, 1939-1945, pacific area', 'Airplane crash survival', ""Survie aprÃ¨s accidents d'avion"", 'nyt:paperback-nonfiction=2014-08-17', 'New York Times reviewed', 'World War (1939-1945) fast (OCoLC)fst01180924', 'Zamperini, Louis, 1917-', 'BiografÃ­a', 'Estados Unidos']","On a May afternoon in 1943, an Army Air Forces bomber crashed into the Pacific Ocean and disappeared, leaving only a spray of debris and a slick of oil, gasoline, and blood.  Then, on the ocean surface, a face appeared.  It was that of a young lieutenant, the planeâ€™s bombardier, who was struggling to a life raft and pulling himself aboard.  So began one of the most extraordinary odysseys of the Second World War.

The lieutenantâ€™s name was Louis Zamperini.  In boyhood, heâ€™d been a cunning and incorrigible delinquent, breaking into houses, brawling, and fleeing his home to ride the rails.  As a teenager, he had channeled his defiance into running, discovering a prodigious talent that had carried him to the Berlin Olympics and within sight of the four-minute mile.  But when war had come, the athlete had become an airman, embarking on a journey that led to his doomed flight, a tiny raft, and a drift into the unknown.

Ahead of Zamperini lay thousands of miles of open ocean, leaping sharks, a foundering raft, thirst and starvation, enemy aircraft, and, beyond, a trial even greater.  Driven to the limits of endurance, Zamperini would answer desperation with ingenuity; suffering with hope, resolve, and humor; brutality with rebellion.  His fate, whether triumph or tragedy, would be suspended on the fraying wire of his will.",4.242424242,Laura Hillenbrand,Non-Fiction,History
Oliver Twist,Charles Dickens,,Want to Read,9781848373181,,Yes,Oliver Twist,2009,"['Foulsham Company, Limited, W.']",432,"['Bildungsromans', 'Boys', 'Brigands and robbers', 'British and irish fiction (fictional works by one author)', 'British fiction', 'Children', ""Children's fiction"", ""Children's stories"", 'Classic', 'Coming of age', 'Criminals', 'Criminels', 'Criticism and interpretation', 'Customs', 'Enfants pauvres', 'English language', 'English literature', 'Fiction', 'fiction classics', 'Historical fiction', 'History', 'Identity (Psychology)', 'Juvenile fiction', 'Kidnapping', 'Kidnapping victims', 'Literature', 'Literature and fiction', 'Manners and customs', 'Manuels pour allophones', 'Missing persons', 'Novels', 'Orphans', 'Poor children', 'Poverty', 'Readers', 'Robbers and outlaws', 'Social conditions', 'Social life', 'Social life and customs', 'Sources', 'Stories', 'Street life', 'Thieves', ""Victimes d'enlÃ¨vement"", 'Victims', 'Vie dans la rue', 'YA', 'Young adult', 'serials', 'workhouses', 'child labour', 'domestic violence', 'street children', 'Kidnap victims', 'Pickpockets', 'English fiction', 'Orphans -- Juvenile drama', ""Children's plays, English"", 'London (England) -- Social conditions -- 19th century -- Juvenile drama', 'Poor', 'Dickens, charles , 1812-1870', 'Twist, oliver', 'Kidnapping victims--fiction', 'Criminals--fiction', 'Orphans--fiction', 'Boys--fiction', 'Pr4567.a2 k35 1993', '823/.8', 'Criminals, fiction', 'London (england), fiction', 'Fiction, coming of age', 'Crime, fiction', 'Large type books', 'Orphans, fiction', 'Robbers and outlaws, fiction', 'England, fiction', 'Language and languages', 'Drama', 'Literature, british isles', 'London (england), history, fiction', 'Fiction, psychological', 'Fiction, mystery & detective, general', ""Children's plays"", 'Plays', 'Fiction, historical, general', 'English language, juvenile literature', 'Fiction, general', 'Long Now Manual for Civilization', 'Romans, nouvelles', 'Oliver Twist (Fictitious character)', 'Adventure stories', 'Bookplate']","Oliver Twist; or, The Parish Boy's Progress, is the second novel by English author Charles Dickens. It was originally published as a serial from 1837 to 1839, and as a three-volume book in 1838. The story follows the titular orphan, who, after being raised in a workhouse, escapes to London, where he meets a gang of juvenile pickpockets led by the elderly criminal Fagin, discovers the secrets of his parentage, and reconnects with his remaining family.

Oliver Twist unromantically portrays the sordid lives of criminals, and exposes the cruel treatment of the many orphans in London in the mid-19th century.[2] The alternative title, The Parish Boy's Progress, alludes to Bunyan's The Pilgrim's Progress, as well as the 18th-century caricature series by painter William Hogarth, A Rake's Progress and A Harlot's Progress.

In an early example of the social novel, Dickens satirises child labour, domestic violence, the recruitment of children as criminals, and the presence of street children. The novel may have been inspired by the story of Robert Blincoe, an orphan whose account of working as a child labourer in a cotton mill was widely read in the 1830s. It is likely that Dickens's own experiences as a youth contributed as well, considering he spent two years of his life in the workhouse at the age of 12 and subsequently, missed out on some of his education.",4.058823529,Charles Dickens,Historical Fiction,
